"f1","f2"
0.999502582849653,0.00491068394147175
0,1.00176835531358
0.157507894712854,0.977542780922041
0.336934862337126,0.889046078090926
0.0704618482883256,0.996827519899082
0.792409628167766,0.376197878706175
0.78497084376487,0.386713553334335
0.769132893569656,0.412089484186378
0.106593165164565,0.990957050495944
0.722903647021898,0.480531675154
0.80886361617451,0.350873326902481
0.315832548659681,0.902705792101728
0.841499275812602,0.295433425675712
0.677910263260883,0.543964202653355
0.354980284074296,0.877156642805207
0.831081092325466,0.314543898499235
0.122426292902269,0.987239605477435
0.762754970520925,0.421898187448582
0.452150746090289,0.798329471025275
0.400047652737465,0.845952221642249
0.579324157667782,0.668084575420598
0.989321261081046,0.0256632585633857
0.6652184476345,0.560671741684166
0.687212707712384,0.531469259988259
0.409996358019263,0.835903347824229
0.366938230238763,0.868484981499288
0.731175670236319,0.468878460191066
0.956326144947102,0.0896333030514394
0.0549770470965844,1.00055091843598
0.592622243093148,0.652568158018651
0.65773307736583,0.570747200141787
0.642417282072113,0.590742623551085
0.91402382195241,0.184981566937988
0.198602587081483,0.962894290952906
0.616780112773233,0.622870603228537
0.709254844755918,0.50144802080033
0.901162663518122,0.192402960419435
0.442291403175837,0.806787693439786
0.626669647863884,0.611999695698388
0.849977227531754,0.281864215476547
0.272028275835505,0.928384986799586
0.0287100419678762,1.00103614741277
0.383548947663762,0.855412551333153
0.259077947116463,0.935127773657892
0.298725766733448,0.922954182688045
0.250768183223196,0.940679798098266
0.59752296107981,0.646333449234163
0.18183540159228,0.970016284021269
0.511798807724372,0.741910309604522
0.90018986502192,0.208582042580719
0.282587772592626,0.92342615988611
0.237969571389899,0.946753248486452
0.974967161124169,0.0543106076288886
0.466551143509759,0.784890394709777
0.872498269037045,0.24601790700988
0.996915709537378,0.0100474147198367
0.421970658666458,0.824859851522648
0.432324461364657,0.815914536963937
0.547313758185878,0.704085128067913
0.533375761223691,0.718971966110062
0.823243324801174,0.327404446192791
0.379931836756784,0.860214808523449
0.499923835361275,0.753753319898329
0.867320574406373,0.259921829487473
0.926383953594233,0.150296135705209
0.969419376874058,0.0645560339733198
0.538963455770326,0.713587539476446
0.889329664981256,0.212735148831327
0.524224711062538,0.72898611636247
0.696316102828019,0.519150113837362
0.8562865651925,0.274043854636271
0.739936499065652,0.456142351788279
0.480627775819292,0.772217554848875
0.698962541993244,0.515032386583546
0.98223804037518,0.0392629903134063
0.886701909589483,0.223671346710682
0.46834248949045,0.782808469110657
0.0335827251606036,1.0008736281853
0.749876005102057,0.441037059390831
0.215594478513701,0.956053042913651
0.487052627878043,0.765816530674917
0.915021767796734,0.167898669106583
0.939936743394995,0.121748026968655
0.607322344420643,0.634589989830786
0.742332093021981,0.452040486992651
0.942581888430621,0.11623078270665
0.881032946430359,0.231421270175838
0.70757305043034,0.50282276872794
0.749876005102057,0.441037059390831
0.56146764490331,0.688160892488046
0.208843361200107,0.958791008504859
0.172855801001124,0.971776771705507
0.877568103022097,0.23863412544154
0.928426842622391,0.143351204222048
0.950106889520915,0.102534600825444
0.98025899238802,0.043663384592325
0.569816890618353,0.679316817850644
0.609067071842907,0.632378341096071
0.918034563491999,0.162187221409158
0.304997086273569,0.909515988464997
