"f1","f2"
0,1
1,0
1,0
0,1
0.930395037496961,0.0388009560377277
0.901828776996161,0.0519615361765471
0.82069633999107,0.0940770783388521
0.570160087554196,0.247260739904288
0.848023140063307,0.0813457973044268
0.279055444540183,0.475882815800295
0.68265526964347,0.180806398449485
0.0568325280075959,0.761604261767128
0.0676230788293543,0.74138788196755
0.658551634210384,0.191259920493422
0.886145045610613,0.0592297978015947
0.800608395438226,0.109685129075501
0.160698162909293,0.599609136274095
0.979144904239301,0.0170713547623934
0.30650904920299,0.448050651621787
0.779612408612575,0.121347850622696
0.648787272766302,0.195104236658393
0.441776357375223,0.339353661590723
0.873217769940931,0.0706495764705458
0.233198426847556,0.520911928985237
0.947456650362897,0.0266591181967573
0.95816081103353,0.0246600517839243
0.426977962440315,0.346808339658507
0.260686043466548,0.489820609134959
0.41648323856525,0.35500480471014
0.11592910505693,0.661504840784756
0.343929931782303,0.415416082497408
0.453795893405946,0.328546340958349
0.169464888483025,0.589745378382959
0.0334631755405851,0.820053661656309
0.628902129231924,0.207195809032912
0.0387341658933753,0.805183112564442
0.406910112420449,0.367510411247926
0.475687541623827,0.314501409742428
0.549240773191371,0.262281716910953
0.986771404084709,0.006636318318055
0.0027774466166898,0.971964534256644
0.221554366452266,0.537434035136174
0.755855475282777,0.13133827062496
0.739590049292162,0.145468242885714
0.355626009739227,0.403716896411627
0.0736180770430542,0.729133288349754
0.00531838439884319,0.927098236677919
0.467407187609641,0.324761059445144
0.0810527585809223,0.718670088474952
0.856827516686,0.0749090192412336
0.809029365324552,0.103555428712319
0.0864279487720545,0.706013692883402
0.723599756994584,0.155027298282417
0.335410098221869,0.424155518569836
0.0452555142008716,0.79287465188154
0.606415374441305,0.221484363371886
0.28987709627814,0.46259802604622
0.250191951482316,0.500756534159303
0.126514107185996,0.645753302268196
0.027638082322331,0.834200845570856
0.21204179853366,0.557060806110636
0.00307139931975708,0.946459013782774
0.394690085738766,0.371756348429396
0.00898714906430331,0.909250662960546
0.387079902313138,0.379886050302595
0.01537604962851,0.876025208493338
0.179949450166624,0.578720705715259
0.53661339791854,0.274257238390091
0.000353201444098533,0.981657542986368
0.704429238224851,0.161813015154678
0.507332835196445,0.287816929369807
0.745514283772031,0.140421274773227
0.589338195292563,0.241290694119196
0.148853686484979,0.615788664394267
0.214214350349404,0.539184950673294
0.623122085706862,0.214204589454513
0.0130005385654339,0.885980095748883
0.326995882473166,0.433020746441052
0.492300224411568,0.311188294851581
0.0120059980084961,0.901716968297909
0.0504540047772387,0.775544292825525
0.102202425852153,0.688168643523751
0.689789438303856,0.17072277613737
0.0940163802419149,0.695997106480562
0.107762241925546,0.673372976533447
0.715202066014805,0.155667861951609
0.0196248046298358,0.860945350657844
0.376944105972155,0.386042260434682
0.315343859465012,0.442103393257986
0.54794388729957,0.263377942732082
0.505395397094803,0.296511420103709
0.59369286647148,0.241173578571885
0.287854467894565,0.463519639553485
0.699234051591424,0.170443082337104
0.146263899179535,0.629100159772126
0.0499112273143389,0.78193411972793
0.195555444899626,0.56171708032574
0.599938902067152,0.22759535387721
0.519736907328906,0.280366556005882
0.239427080436108,0.510957649006946
