"f1","f2"
0,1
1,0
1,0
0,1
0.324891986629303,0.894445197024065
0.0454671665850533,0.999560807813622
0.350888042499157,0.880267276670413
0.659560068844557,0.570114766398386
0.396277375277744,0.845502438062775
0.269272267201889,0.928444310204972
0.947324129272208,0.105869817535449
0.412464292863213,0.8299040166631
0.685692203671573,0.530538415055336
0.448221995537913,0.803670856603695
0.526028455525248,0.724206306809247
0.512039862007287,0.741646499530716
0.936882086444095,0.127413912435086
0.079479181299613,0.996327707552461
0.840729736403527,0.297415028324604
0.983005261284611,0.0388483938926746
0.971662431330679,0.0582335014690203
0.248704770366847,0.93857123460256
0.0195433771183232,0.999618056410811
0.283812882017018,0.919762617280033
0.955520082267309,0.0927016996216085
0.695481362820712,0.516456712875249
0.586288166482456,0.665015959297249
0.909298353520672,0.179617915025422
0.880399637611158,0.226645846459966
0.386832679669362,0.859504402044921
0.307937689590852,0.905174379329448
0.829523469274339,0.312192918063339
0.150680969120261,0.977295245544979
0.898466398736429,0.193245429119328
0.87382447757947,0.242458147600683
0.573981424491344,0.682315364466163
0.704262283205089,0.504050777419829
0.847266206015431,0.282139976144216
0.463350132073707,0.785356959568361
0.554191351865551,0.694832175930395
0.1654471222202,0.972627249749054
0.81614135065233,0.3347420334766
0.135035412455625,0.984920479233425
0.306397899681425,0.919701820629362
0.864572822736604,0.252935537229461
0.545275579863577,0.706850727646102
0.724831494325014,0.478964411386389
0.424592398780557,0.821498258421407
0.673119047935165,0.549422781042017
0.651646517249733,0.585933873876376
0.5348636034448,0.713920925710044
0.485594226896231,0.764198246805052
0.370854587559656,0.864393194977166
0.823104314035784,0.323236491734951
0.361044444963014,0.869876490501405
0.589921643784126,0.653427546188308
0.759509607675361,0.440670005500393
0.808467670316165,0.349427886352644
0.48200412942368,0.771012193109518
0.777568964986245,0.395504086019071
0.96194959607087,0.0746725218752111
0.926246581303971,0.143662772751828
0.995647576353905,0.00868590370059563
0.216570009687372,0.960058672058344
0.790889619469632,0.375166645230541
0.787645834931697,0.385698457614367
0.888058992681462,0.212133128653472
0.762141151737961,0.421418549779331
0.0990833791004344,0.991679723278219
0.747711647406368,0.449996224696551
0.468965876550918,0.78289086754551
0.64890167478868,0.59690588655015
0.919180789848284,0.161107215568093
0.185596641813189,0.971353559001905
0.564613364084448,0.68512268621723
0.674456472645387,0.547064562635223
0.200419675051202,0.960245826438469
0.499707076362416,0.752369069228149
0.800118728096054,0.364379271011142
0.771750880086817,0.405071942816585
0.611456807971144,0.627179127083877
0.896078239472004,0.208977739882172
0.914405185183415,0.164466475558209
0.856192049188066,0.271212827804258
0.224061670704379,0.950041489799709
0.602547284700634,0.639967509193207
0.930372445568863,0.138042031992409
0.989426532390384,0.0235129535865147
0.734817769645667,0.462830271645664
0.861254186981422,0.268399758678312
0.116566043995695,0.989324723878673
0.625988424108422,0.614252379221415
0.965683503697813,0.067791606033408
0.598640545298789,0.641721052341482
0.238024995139425,0.943344101688877
0.765767202658444,0.413600591332662
0.191017241599894,0.965867136484349
0.71388027701716,0.490599611083307
0.730882417521568,0.469295507171352
0.086698664802529,0.992699750101146
